date,indy1,indy2,check
03/01/18,0,0,0
04/01/18,0,0,0
05/01/18,0,0,0
08/01/18,0,0,0
09/01/18,0,0,0
10/01/18,0,0,0
11/01/18,0,0,0
12/01/18,0,0,0
15/01/18,0,0,0
16/01/18,25.5,0,0
17/01/18,25.50990099009901,0,0
18/01/18,25.499803940790116,0,0
19/01/18,25.509708813249716,0,0
22/01/18,25.51941754962101,0,0
23/01/18,25.528934033786932,0,0
24/01/18,25.558064052919864,0,0
25/01/18,25.566815259792737,0,0
26/01/18,25.575393175440404,0,0
29/01/18,25.583801231372277,0,0
30/01/18,25.572240810949065,0,0
31/01/18,25.560909309742154,0,0
01/02/18,25.549802194697754,0,0
02/02/18,25.538915022525522,0,0
05/02/18,25.528243437921056,0,0
06/02/18,25.51778317182361,25.56,0
07/02/18,25.50753003970829,25.555537848605578,0
08/02/18,25.477677959714065,25.543143124712305,0
09/02/18,25.468218990214776,25.538815291049257,0
12/02/18,25.458947327042207,25.534521942116594,0
13/02/18,25.44985926116018,25.530262803135585,0
14/02/18,25.44095115697879,25.526037601516975,0
15/02/18,25.432219450900003,25.521846066843533,0
16/02/18,25.42366064989208,25.51768793085275,0
19/02/18,25.395469349894217,25.505594799929618,0
20/02/18,25.36783629346067,25.493598028615438,0
21/02/18,25.34075042626343,25.48169684910456,0
22/02/18,25.294398932674056,25.461922372219263,0
23/02/18,25.268767270640907,25.450273588376877,0
26/02/18,25.24364316627178,25.438717623529254,0
27/02/18,25.219016568919866,25.427253738082804,0
28/02/18,25.175075646763037,25.407913070847084,0
02/03/18,25.11220286167862,25.3807583850236,0
05/03/18,25.05057508223944,25.35382007119871,0
06/03/18,24.970365674670344,25.319128277802704,0
07/03/18,24.891744572201624,25.284712913039336,0
08/03/18,24.814680323247135,25.25057177429002,0
09/03/18,24.73914209902442,25.21670267648691,0
12/03/18,24.665099681221957,25.18310345197307,0
13/03/18,24.61232543010865,25.157740077853763,0
14/03/18,24.560596213670856,25.132578802333015,0
15/03/18,24.50989133815262,25.10761801506343,0
16/03/18,24.44038853937732,25.07488799103902,0
19/03/18,24.372262033647075,25.042418764018787,0
20/03/18,24.305484567634263,25.010208255938956,0
21/03/18,24.240029427681108,24.978254405294024,0
22/03/18,24.175870429113164,24.946555167004828,0
23/03/18,24.11298190576439,24.91510851228766,0
26/03/18,24.05133869970965,24.88391242852441,0
27/03/18,23.990916151200548,24.85296491913378,0
28/03/18,23.931690088800536,24.82226400344347,0
29/03/18,23.873636819715376,24.79180771656344,0
30/03/18,23.796931140117053,24.753625981770107,0
02/04/18,23.70194240466919,24.707780356417356,0
03/04/18,23.608834634279702,24.662300034852276,0
04/04/18,23.497768601917727,24.609213978797676,0
05/04/18,23.38890189692926,24.556550919205662,0
09/04/18,23.282190968277195,24.504307485586494,0
10/04/18,23.19739510751923,24.46044846179696,0
11/04/18,23.11427837271687,24.41693891230057,0
12/04/18,23.03280751385119,24.3737760524416,0
17/04/18,22.95294993931948,24.33095711975282,0
18/04/18,22.87467370289731,24.288479373778696,0
19/04/18,22.79794749095875,24.24634009589998,0
20/04/18,22.722740609949668,24.204536589159744,0
23/04/18,22.64902297410908,24.16306617809074,0
24/04/18,22.556963113235632,24.11395808105416,0
25/04/18,22.486528200102253,24.073209411085603,0
26/04/18,22.41748803772399,24.0327854317144,0
27/04/18,22.34981500727401,23.992683555764486,0
30/04/18,22.28348203683294,23.95290121667473,0
02/05/18,22.23826457075704,23.92140399582473,0
03/05/18,22.19394250004898,23.890157748846047,0
04/05/18,22.130696113909398,23.851192348456834,0
07/05/18,22.068702131455748,23.812537429345625,0
08/05/18,22.00793575261504,23.77419051755801,0
09/05/18,21.94837266840484,23.73614915885237,0
10/05/18,21.889989051208705,23.69841091854279,0
11/05/18,21.832761545244175,23.660973381343247,0
14/05/18,21.776667257219536,23.62383415121302,0
15/05/18,21.721683747175586,23.586990851203357,0
16/05/18,21.667789019508742,23.550441123305323,0
17/05/18,21.614961514171934,23.514182628298904,0
18/05/18,21.563180098049717,23.478213045603294,0
21/05/18,21.512424056504177,23.442530073128367,0
22/05/18,21.46267308508825,23.407131427127343,0
23/05/18,21.433709261621157,23.37998296954067,0
24/05/18,21.385516999014797,23.345082706835168,0
25/05/18,21.338279038638266,23.310460533872337,0
28/05/18,21.291976483417706,23.276114234797657,0
30/05/18,21.246590810478743,23.242041611412816,0
31/05/18,21.20210386373659,23.208240483035024,0
01/06/18,21.158497846632894,23.174708686357455,0
04/06/18,21.1157553150164,23.141444075310783,0
05/06/18,21.073859170164592,23.108444520925836,0
06/06/18,21.03279265194351,23.075707911197345,0
07/06/18,20.992539332103043,23.04323215094876,0
08/06/18,20.953083107704963,23.01101516169817,0
11/06/18,20.9144081946811,22.97905488152528,0
12/06/18,20.8764991215191,22.94734926493942,0
13/06/18,20.839340723073178,22.915896282748665,0
14/06/18,20.783116154299453,22.87672579443991,0
15/06/18,20.728004943323228,22.837867421575847,0
18/06/18,20.673985043455442,22.79931867718082,0
19/06/18,20.601232864377117,22.753108966605676,0
20/06/18,20.549723302706283,22.71523558838571,0
21/06/18,20.479431752157645,22.66969586258184,0
22/06/18,20.41053211350106,22.624519003119037,0
25/06/18,20.32319484392678,22.571733991141993,0
26/06/18,20.23758702523516,22.519369576869945,0
27/06/18,20.153674410874068,22.46742240892676,0
28/06/18,20.071423432440916,22.41588916264049,0
29/06/18,19.970999206055946,22.356798412340567,0
02/07/18,19.892365558411274,22.306146632162555,0
03/07/18,19.81528901270016,22.2558984518266,0
